age,time_in_bed,pct_sleeping,favorite_food,hate_food
45,7,0.6206232379226952,taco,candycorn
16,6,0.6699722438015987,pizza,candycorn
19,8,0.9277482571230871,ice_cream,eggs
40,3,0.2561015178233228,ice_cream,broccoli
58,1,0.31069661719611785,ice_cream,broccoli
33,7,0.5283743435150393,taco,candycorn
58,6,0.07623376610105081,ice_cream,eggs
30,3,0.0037288935884952634,pizza,candycorn
9,1,0.7493772362043774,taco,eggs
11,0,0.9676972485908774,taco,candycorn
10,4,0.46437111047580193,pizza,eggs
6,0,0.6396708145789584,ice_cream,eggs
90,7,0.22607192491329087,taco,candycorn
35,3,0.7709338377756318,pizza,candycorn
14,2,0.4873778686436189,pizza,broccoli
54,1,0.3258252122035509,taco,candycorn
97,5,0.52355856734066,pizza,eggs
6,7,0.1662269579748189,pizza,broccoli
47,3,0.677429238122159,pizza,eggs
37,2,0.14161534630549677,pizza,eggs
76,0,0.5207025973605196,ice_cream,candycorn
20,4,0.6459914911613948,taco,broccoli
87,7,0.08349096317289217,ice_cream,candycorn
51,4,0.9155993371279062,taco,eggs
78,7,0.7190157553456802,taco,broccoli
80,7,0.30110288649881123,taco,eggs
11,2,0.20187655979747654,pizza,candycorn
10,8,0.43391116063374946,pizza,eggs
26,8,0.9157204331726951,ice_cream,candycorn
14,7,0.15557271050103727,pizza,broccoli
63,2,0.13397883105606123,ice_cream,broccoli
17,3,0.6754448479430714,ice_cream,eggs
28,1,0.027962258964732922,taco,eggs
63,7,0.9243944989136792,ice_cream,broccoli
97,7,0.21485790065702626,taco,eggs
55,3,0.010241485229297798,pizza,broccoli
48,8,0.4476107111138484,pizza,broccoli
10,2,0.20536458764180565,ice_cream,candycorn
53,5,0.9068312520691967,pizza,eggs
45,3,0.49866522495501664,taco,eggs
8,5,0.838497411605582,ice_cream,broccoli
64,2,0.8756981446405129,ice_cream,broccoli
3,5,0.388033095888472,pizza,broccoli
23,6,0.2414372517709087,ice_cream,candycorn
12,8,0.9250752483906128,taco,candycorn
26,3,0.9312365102691564,ice_cream,candycorn
72,4,0.8073722169500949,pizza,eggs
73,1,0.9516867731329207,taco,candycorn
64,2,0.625527390916178,ice_cream,broccoli
51,2,0.604482010715656,pizza,candycorn
23,7,0.3173587097694889,pizza,broccoli
51,5,0.2923386276097577,taco,candycorn
57,0,0.1530405654144713,taco,broccoli
51,1,0.9211740911590377,taco,broccoli
99,7,0.27005791629675924,taco,eggs
25,6,0.21759667722262765,taco,candycorn
78,4,0.989338624543565,taco,broccoli
43,6,0.35968343308219264,pizza,candycorn
98,1,0.10408359887511132,taco,broccoli
93,8,0.8974123208518964,ice_cream,candycorn
24,3,0.6683609423142545,taco,candycorn
56,4,0.3362094585078933,taco,broccoli
43,8,0.6015535780815817,pizza,eggs
20,7,0.29417789612802314,taco,candycorn
48,4,0.2759083828780263,pizza,eggs
38,7,0.9099728414694528,taco,broccoli
96,0,0.6980956518736801,taco,candycorn
82,8,0.47771795665948,ice_cream,eggs
88,5,0.49794835050575315,ice_cream,eggs
84,1,0.5658926977671949,taco,eggs
89,5,0.14509715105386478,ice_cream,broccoli
61,8,0.6585078808485906,ice_cream,broccoli
9,2,0.39407533396053185,ice_cream,eggs
63,6,0.327520786371731,taco,broccoli
11,0,0.6256503563922875,pizza,eggs
61,1,0.8727766872838109,ice_cream,broccoli
84,2,0.41294717060418373,taco,broccoli
5,0,0.7038141741118226,pizza,eggs
82,3,0.3677021758834065,taco,broccoli
61,1,0.8310103981864494,ice_cream,candycorn
78,5,0.10224016854651075,pizza,broccoli
38,8,0.9161437541401739,taco,candycorn
73,4,0.7500328244919577,taco,broccoli
67,4,0.057755053680609625,taco,eggs
23,2,0.04140079802258512,pizza,eggs
64,4,0.372033314311516,ice_cream,candycorn
36,0,0.361737527997232,pizza,eggs
62,5,0.0024696868740405886,pizza,eggs
28,8,0.7242449267183214,taco,candycorn
84,1,0.5784984494986001,pizza,eggs
40,0,0.5648420852312122,taco,broccoli
66,7,0.6308361829230617,taco,broccoli
67,8,0.8786033029172752,pizza,eggs
3,2,0.8722796910383188,pizza,candycorn
61,7,0.2824415242572932,taco,eggs
72,4,0.42543802916721085,ice_cream,broccoli
82,3,0.06451205544362582,ice_cream,eggs
9,8,0.7202376432814556,ice_cream,eggs
54,2,0.4812355135521147,ice_cream,candycorn
36,2,0.7533184250053363,pizza,broccoli
26,6,0.7885797223055656,taco,broccoli
92,8,0.5333291192124275,pizza,broccoli
62,3,0.32723186990237507,pizza,broccoli
24,1,0.8201930387597806,pizza,candycorn
27,6,0.7656336073918847,ice_cream,eggs
95,3,0.02812298452004669,taco,candycorn
13,1,0.608001332260666,ice_cream,broccoli
85,4,0.3094549198649158,pizza,eggs
67,1,0.657752801169997,ice_cream,eggs
71,1,0.13175996989107963,pizza,broccoli
78,4,0.3839745820919447,taco,candycorn
47,5,0.6966090219312093,pizza,candycorn
16,7,0.4851507788938739,taco,eggs
76,5,0.2792598408464817,pizza,candycorn
67,7,0.4625842539298749,pizza,candycorn
59,3,0.7722074752627405,taco,eggs
92,8,0.3787693699668705,taco,broccoli
63,4,0.07440009883809073,taco,candycorn
5,7,0.08693098463812154,taco,eggs
5,4,0.44275157507338536,pizza,candycorn
76,1,0.9399453778451752,taco,eggs
24,4,0.4516951631293086,pizza,candycorn
77,2,0.19629621005448195,pizza,candycorn
80,4,0.786565591538367,pizza,candycorn
50,8,0.9517236182088339,taco,broccoli
2,3,0.5094078324056751,ice_cream,eggs
35,5,0.4724174588417135,taco,candycorn
37,2,0.7265097961861094,ice_cream,eggs
70,3,0.5209364493385048,taco,broccoli
96,6,0.7402835436999946,taco,candycorn
8,6,0.017680699715676762,ice_cream,eggs
97,6,0.5439708469309334,taco,candycorn
73,2,0.2782605959481024,pizza,candycorn
10,0,0.765842830703407,pizza,broccoli
19,6,0.6407988032342514,taco,eggs
72,6,0.5576777632029609,pizza,candycorn
85,6,0.9339498958083304,pizza,eggs
81,8,0.26933481112207425,pizza,candycorn
91,1,0.9035626001636119,taco,candycorn
87,4,0.67324912361277,taco,candycorn
78,8,0.8348357317559646,ice_cream,eggs
43,0,0.36880900836107855,ice_cream,eggs
67,4,0.35889140022255095,taco,candycorn
42,6,0.5891642825832617,taco,broccoli
43,2,0.9594168391329814,pizza,eggs
64,7,0.607055047366117,pizza,eggs
78,1,0.18630834620656445,ice_cream,candycorn
9,4,0.5530321522615259,taco,broccoli
98,7,0.13968930540899427,taco,broccoli
6,5,0.8035286755964863,ice_cream,eggs
85,3,0.9865919307606815,pizza,candycorn
10,8,0.36028018961174213,taco,broccoli
27,1,0.8853099239921888,pizza,broccoli
7,0,0.7711582476428049,ice_cream,candycorn
69,0,0.55903373043808,ice_cream,candycorn
0,0,0.4118256648559233,ice_cream,candycorn
73,6,0.6256685684005402,pizza,candycorn
12,0,0.0994913759599676,ice_cream,broccoli
29,6,0.3552791389551555,ice_cream,broccoli
40,7,0.4034038769370871,pizza,candycorn
20,1,0.5839068595439164,pizza,broccoli
59,7,0.35897340007934586,pizza,broccoli
47,0,0.8947110752327652,ice_cream,broccoli
37,5,0.5572886196387734,ice_cream,candycorn
56,3,0.03992681094558559,pizza,candycorn
79,5,0.5461606579797383,pizza,candycorn
31,1,0.662867850899775,ice_cream,candycorn
49,2,0.7119376790820724,ice_cream,candycorn
61,7,0.5935750074858984,taco,eggs
47,7,0.8200993119647344,taco,candycorn
98,5,0.3657557180240629,ice_cream,eggs
37,1,0.36742305654759433,pizza,eggs
15,5,0.948446525205499,pizza,eggs
90,1,0.3626197114526566,ice_cream,broccoli
13,2,0.6538666798170253,taco,candycorn
93,1,0.9540840843485724,ice_cream,candycorn
80,7,0.05774752995743071,taco,broccoli
96,2,0.28058377877387586,ice_cream,broccoli
41,5,0.4680818457788064,ice_cream,broccoli
29,5,0.5630992771717652,pizza,candycorn
32,2,0.6743296736946385,ice_cream,broccoli
60,7,0.31336422371688244,taco,broccoli
30,5,0.8320826841044774,ice_cream,candycorn
24,5,0.21837360385997728,pizza,candycorn
20,6,0.8739186555047219,taco,candycorn
61,2,0.5018911867108662,ice_cream,candycorn
47,8,0.18573427990474145,pizza,eggs
89,4,0.5765828434063869,ice_cream,broccoli
40,3,0.8780432290099865,taco,candycorn
37,7,0.8582471400643519,taco,broccoli
30,7,0.537299998215784,pizza,candycorn
79,7,0.444563945293613,taco,candycorn
26,6,0.0953963782242907,ice_cream,broccoli
27,6,0.7559087240830734,taco,eggs
20,6,0.8459949388927045,pizza,broccoli
20,4,0.05652269069481952,taco,candycorn
28,2,0.43604527796230397,ice_cream,eggs
18,5,0.6322850478875245,taco,broccoli
54,4,0.8394177627329494,pizza,eggs
46,2,0.42281731647560583,taco,broccoli
8,2,0.272046487931375,ice_cream,eggs
61,4,0.4541913553681063,ice_cream,candycorn
73,6,0.7315042528659843,ice_cream,eggs
1,5,0.10234030310545916,taco,broccoli
85,5,0.3007785578261183,taco,eggs
62,2,0.8396786445756763,ice_cream,broccoli
23,5,0.9917313226768109,pizza,eggs
36,3,0.2202100773524146,ice_cream,candycorn
76,6,0.5761747957524386,ice_cream,eggs
94,0,0.10086480871085679,taco,candycorn
37,2,0.8137169810426665,taco,eggs
68,1,0.3703260093093075,pizza,eggs
0,2,0.19241607849265452,taco,eggs
67,2,0.16133238694727847,pizza,candycorn
4,8,0.7411063956156597,ice_cream,eggs
70,5,0.2127297278421314,pizza,eggs
72,8,0.3551224600647487,taco,broccoli
38,7,0.5806551627721644,ice_cream,broccoli
84,3,0.005555484649147124,ice_cream,candycorn
58,2,0.05228812656806425,taco,broccoli
83,2,0.13053106329096975,pizza,broccoli
85,5,0.6050931469116319,taco,broccoli
90,0,0.961633497541754,ice_cream,eggs
8,0,0.4927030980890106,taco,broccoli
90,6,0.05279598390749851,ice_cream,candycorn
90,5,0.6535210068970166,ice_cream,candycorn
16,0,0.3050157273840367,taco,candycorn
46,7,0.8319066208389782,pizza,candycorn
94,5,0.7472964894919258,taco,eggs
87,4,0.6336657297376753,ice_cream,broccoli
92,8,0.6747078933079451,taco,candycorn
62,6,0.6011550711067791,ice_cream,eggs
48,5,0.8115446165047616,ice_cream,eggs
59,5,0.21770917404840562,pizza,candycorn
18,1,0.6130527969229805,taco,eggs
83,2,0.16166724298400414,ice_cream,eggs
28,4,0.02813617617376596,ice_cream,eggs
50,6,0.13582806457698848,pizza,broccoli
55,7,0.8795661968650152,ice_cream,candycorn
84,5,0.7859609752599833,taco,eggs
57,3,0.9860914434393386,pizza,eggs
93,5,0.6246935105631385,pizza,candycorn
64,7,0.14219218829118885,taco,candycorn
84,0,0.07138573842488172,pizza,broccoli
75,1,0.8046347228719558,pizza,broccoli
21,8,0.6774355451956838,ice_cream,eggs
72,7,0.7401642612700493,ice_cream,candycorn
6,7,0.8880808145702676,ice_cream,broccoli
90,5,0.4141639873969124,ice_cream,eggs
96,5,0.5317499906541295,ice_cream,eggs
24,2,0.31067490785744345,ice_cream,candycorn
88,4,0.7236436365316262,ice_cream,broccoli
95,6,0.35426089556584994,ice_cream,eggs
51,1,0.4858885954295262,ice_cream,candycorn
55,3,0.10808280226515865,pizza,candycorn
18,7,0.42133095961370615,ice_cream,candycorn
41,1,0.9445114415610417,ice_cream,eggs
20,0,0.02564557016264246,taco,candycorn
46,8,0.47216577226241496,pizza,eggs
1,3,0.10651257890722643,pizza,broccoli
86,1,0.8787983717995577,taco,broccoli
4,1,0.8902396047881935,taco,eggs
72,6,0.10790323846757632,pizza,eggs
76,1,0.5407367982730483,taco,eggs
10,3,0.9225953246975098,ice_cream,candycorn
47,2,0.8898731416963446,taco,candycorn
20,8,0.8065456325477622,pizza,broccoli
63,0,0.36357476560626034,ice_cream,broccoli
47,8,0.5063855194918957,pizza,broccoli
11,2,0.46479383031093735,ice_cream,eggs
62,8,0.8752561744967702,ice_cream,candycorn
0,0,0.2768186953987226,pizza,eggs
84,5,0.5147123938525994,taco,eggs
8,1,0.31284529306801667,pizza,candycorn
74,6,0.9112509901539421,pizza,eggs
90,2,0.4050482698175253,taco,candycorn
12,8,0.4219644302843949,pizza,eggs
19,2,0.45278468246800885,pizza,broccoli
8,7,0.603396457360582,taco,eggs
61,0,0.6610458410602741,pizza,eggs
97,1,0.08345905825588928,taco,eggs
98,0,0.5551834229917595,pizza,candycorn
49,8,0.7145986937839731,pizza,broccoli
28,7,0.1459419522110852,taco,candycorn
53,1,0.537983999598453,taco,broccoli
89,3,0.15701362650673856,pizza,broccoli
17,7,0.46011872498599216,taco,broccoli
22,4,0.5839489853525316,ice_cream,candycorn
10,0,0.2598615858218408,taco,eggs
39,8,0.1593547830424813,ice_cream,broccoli
20,0,0.5366885018064398,ice_cream,broccoli
69,7,0.8309709816450133,ice_cream,eggs
84,7,0.6803338285995053,pizza,candycorn
67,2,0.1135357161575199,pizza,eggs
55,4,0.5876573346673905,taco,candycorn
27,1,0.5530788703211869,pizza,eggs
90,4,0.8622159343444781,pizza,eggs
68,1,0.020806439265277588,pizza,eggs
19,2,0.9416428280790416,taco,candycorn
26,4,0.9938011098817844,taco,broccoli
14,0,0.5203651741758916,pizza,candycorn
69,5,0.6465701239192849,taco,eggs
28,7,0.5709920084804883,pizza,eggs
64,1,0.031670879965588594,taco,eggs
60,5,0.09324108369339423,taco,candycorn
46,2,0.33634656679572583,ice_cream,eggs
51,0,0.23807205215675253,pizza,broccoli
37,0,0.13451289234642116,pizza,broccoli
63,8,0.1804418800285048,taco,candycorn
13,3,0.1336308386525621,ice_cream,eggs
98,7,0.41428275235953993,taco,eggs
7,2,0.17342156184089408,pizza,candycorn
48,8,0.9607934009192303,pizza,candycorn
68,1,0.02320163560828603,ice_cream,eggs
9,8,0.33392289653179896,taco,eggs
75,7,0.740752898035041,taco,candycorn
28,7,0.636370206647316,taco,broccoli
72,6,0.6509139047270796,ice_cream,candycorn
27,1,0.8737267063707987,pizza,broccoli
89,1,0.1327008079558376,taco,eggs
21,8,0.48925735759562095,ice_cream,broccoli
20,5,0.617849694429448,pizza,broccoli
82,7,0.027891300503777416,pizza,broccoli
88,4,0.6090532395155115,ice_cream,eggs
48,7,0.3108910069923434,ice_cream,broccoli
14,0,0.38768589919030927,ice_cream,candycorn
80,7,0.6935897833811742,taco,broccoli
21,5,0.6339272448380016,ice_cream,candycorn
48,6,0.16366316437084372,pizza,candycorn
16,2,0.7439714031494368,ice_cream,candycorn
15,4,0.2946517914011071,ice_cream,eggs
2,8,0.7666025356960988,taco,broccoli
85,6,0.8076615630133623,taco,candycorn
32,2,0.5930858619411292,pizza,candycorn
28,7,0.052663252396350835,ice_cream,broccoli
25,3,0.28929601855997256,taco,candycorn
92,1,0.3826483222917537,ice_cream,broccoli
44,1,0.48535240384316836,ice_cream,candycorn
27,1,0.459019671640426,pizza,broccoli
8,4,0.7557162118248841,taco,broccoli
78,4,0.8981889649483351,pizza,candycorn
19,5,0.9713762556027313,ice_cream,candycorn
58,7,0.7384316281167621,taco,eggs
31,4,0.8244956431026861,pizza,broccoli
34,2,0.7118123042511416,taco,candycorn
76,8,0.05290492336144326,taco,broccoli
71,0,0.11718985356548606,pizza,broccoli
57,8,0.36978649888862336,ice_cream,candycorn
57,6,0.11955748147876655,ice_cream,candycorn
51,7,0.6776793728151164,taco,eggs
83,8,0.5400793878230231,ice_cream,candycorn
3,7,0.3498016753404969,taco,eggs
24,4,0.16703334086680632,pizza,eggs
37,2,0.12465344687962776,pizza,candycorn
44,3,0.851717194813901,taco,broccoli
7,6,0.6033712640915753,pizza,broccoli
31,2,0.2819116409733641,pizza,candycorn
87,0,0.6647629947177773,pizza,broccoli
73,4,0.5747118062089744,pizza,broccoli
40,3,0.09468839611055802,ice_cream,eggs
63,3,0.6576686441100495,taco,eggs
22,5,0.17529775650429258,ice_cream,candycorn
93,4,0.5054741346851542,pizza,candycorn
56,2,0.40049531101918323,ice_cream,candycorn
29,8,0.0808251660101178,ice_cream,broccoli
95,5,0.8233999409751953,taco,broccoli
16,0,0.9188168797274299,pizza,candycorn
3,5,0.06444975927686047,ice_cream,eggs
67,6,0.47175766913208095,ice_cream,broccoli
40,7,0.5209509617817099,pizza,candycorn
2,7,0.6582677678345952,ice_cream,candycorn
88,6,0.6285360701272643,ice_cream,broccoli
96,1,0.05108430056747648,pizza,eggs
79,1,0.4530283813763337,pizza,candycorn
50,7,0.7387914788453362,pizza,eggs
63,6,0.8496772870179046,taco,broccoli
43,3,0.09242268183501023,pizza,broccoli
98,5,0.911698372982498,pizza,broccoli
39,8,0.3448094873235845,pizza,candycorn
84,4,0.45077501436286815,pizza,candycorn
74,0,0.817027914159787,pizza,eggs
27,4,0.956956003026502,pizza,eggs
71,8,0.819371603972591,taco,candycorn
73,6,0.535409336868915,ice_cream,eggs
0,0,0.943942856973454,pizza,eggs
69,6,0.4884620791840575,pizza,eggs
65,2,0.7804290460588302,ice_cream,broccoli
24,4,0.449012480932814,ice_cream,broccoli
75,1,0.23286546330656122,taco,broccoli
55,3,0.4730584237514259,pizza,eggs
39,8,0.32752337921642116,taco,eggs
53,5,0.823440920242462,ice_cream,broccoli
65,8,0.37882507469372784,taco,eggs
69,7,0.6386949298678777,taco,eggs
34,4,0.7089836222487408,pizza,broccoli
36,4,0.7432006100751223,pizza,broccoli
95,7,0.26499946318103207,taco,broccoli
71,1,0.029854625286090397,pizza,candycorn
51,8,0.6514226064983651,taco,candycorn
49,3,0.02600429044185404,taco,candycorn
8,7,0.8514966385184141,pizza,candycorn
94,2,0.004327407788345838,ice_cream,candycorn
69,2,0.6257374236037768,ice_cream,candycorn
78,1,0.33953044389922415,pizza,eggs
43,6,0.8312927910220547,taco,broccoli
77,3,0.34473103788554704,pizza,eggs
28,4,0.16447314482248332,pizza,candycorn
90,4,0.36086736341354986,pizza,broccoli
78,4,0.6747070717758287,pizza,broccoli
43,6,0.9477653489742347,taco,candycorn
24,0,0.7016174506724857,taco,eggs
81,7,0.7895978160129619,ice_cream,broccoli
13,7,0.8614467631660975,ice_cream,candycorn
73,3,0.0031478050839983673,pizza,eggs
70,3,0.35169687921200155,pizza,candycorn
65,3,0.3773386800105196,taco,broccoli
9,7,0.9326650991914908,taco,candycorn
65,6,0.34443900625433177,ice_cream,broccoli
25,1,0.3098254804712868,ice_cream,candycorn
57,6,0.3358243017765533,taco,broccoli
5,3,0.8844969211098122,taco,broccoli
90,7,0.3496112600630863,pizza,broccoli
20,1,0.248786415267658,pizza,broccoli
76,1,0.7204478099150508,pizza,candycorn
43,5,0.8064579464889955,ice_cream,eggs
93,3,0.050318987687834715,ice_cream,eggs
52,1,0.36020467737650186,pizza,broccoli
73,5,0.9007859938982459,taco,eggs
42,6,0.4233375459475486,pizza,candycorn
6,7,0.24526639438529463,taco,broccoli
87,3,0.723964362753301,pizza,candycorn
7,5,0.051451502953270944,taco,candycorn
74,7,0.5296704954113087,ice_cream,candycorn
63,1,0.5790427737885752,taco,candycorn
38,2,0.1529016129845252,pizza,eggs
7,6,0.05618507569146858,ice_cream,broccoli
16,4,0.13372874236175936,ice_cream,eggs
46,2,0.6905273722008871,ice_cream,candycorn
61,2,0.9859521003629034,pizza,broccoli
21,3,0.2508974851290393,taco,broccoli
71,4,0.4982679910802056,pizza,candycorn
43,6,0.13135466804600848,pizza,eggs
75,0,0.4764884466960819,ice_cream,eggs
64,8,0.45219929633082645,pizza,eggs
32,8,0.33248502426380255,ice_cream,eggs
75,8,0.9873664776725197,ice_cream,eggs
12,2,0.10202019908093163,pizza,eggs
27,5,0.8210703582405109,pizza,candycorn
96,3,0.7343496782031776,ice_cream,broccoli
42,2,0.8029229494903195,ice_cream,eggs
47,2,0.8165218612148015,pizza,eggs
53,6,0.9614947343198198,ice_cream,candycorn
25,3,0.1664267567721276,pizza,eggs
78,8,0.6710965073588486,taco,eggs
59,2,0.17013763417935557,pizza,candycorn
23,4,0.8859840313497385,taco,eggs
4,6,0.9784975551389906,pizza,candycorn
60,8,0.867088847333018,taco,eggs
49,8,0.2956786515581784,ice_cream,candycorn
5,3,0.29205147554965116,taco,broccoli
49,0,0.7228535704390298,taco,broccoli
2,7,0.05297878278011392,ice_cream,broccoli
2,7,0.4088561880882392,taco,eggs
57,3,0.9205455058470335,pizza,eggs
78,6,0.42281577894099553,taco,broccoli
16,4,0.4380511601976599,taco,candycorn
29,0,0.37602067249385773,taco,candycorn
94,5,0.5500027445260632,taco,broccoli
90,3,0.283101816895449,taco,broccoli
39,8,0.23805872557947272,ice_cream,eggs
9,1,0.2991683364745886,taco,eggs
40,1,0.9002655429948385,taco,broccoli
9,4,0.8404458614243538,taco,candycorn
56,5,0.31775539150115795,pizza,candycorn
8,2,0.7120338918803609,pizza,eggs
87,5,0.9553600478493234,ice_cream,broccoli
33,5,0.2846152892974352,pizza,eggs
39,8,0.4223368620693818,taco,candycorn
30,4,0.7343210977701602,taco,broccoli
21,4,0.1350108461854952,taco,candycorn
11,6,0.7189425137569884,pizza,broccoli
78,7,0.167400361115412,ice_cream,broccoli
78,7,0.04125475337369966,taco,broccoli
66,7,0.2313107403420812,ice_cream,eggs
5,8,0.5989907526585665,ice_cream,broccoli
24,8,0.015273895036361118,pizza,candycorn
18,3,0.13548694874663836,ice_cream,candycorn
33,8,0.7255600841716908,pizza,eggs
99,3,0.42916944371618015,ice_cream,broccoli
79,6,0.03724160207351945,ice_cream,broccoli
48,0,0.0879573262034854,pizza,broccoli
58,1,0.894276551094829,taco,candycorn
82,5,0.37029912859244996,ice_cream,candycorn
75,7,0.11658555135527393,ice_cream,candycorn
51,7,0.8748237958995445,pizza,candycorn
90,0,0.6318646949796992,ice_cream,candycorn
80,3,0.39492175111622485,taco,candycorn
49,8,0.19418290035078623,ice_cream,eggs
31,0,0.7293610542805385,ice_cream,broccoli
53,0,0.01848863749393659,ice_cream,candycorn
81,5,0.6635912452515841,ice_cream,candycorn
68,3,0.8618069842441516,taco,eggs
20,3,0.26376153851781436,pizza,broccoli
80,5,0.221775365183157,pizza,eggs
26,8,0.9947695024525213,pizza,broccoli
32,6,0.9416720343303243,taco,candycorn
5,7,0.3488065023291611,ice_cream,candycorn
93,6,0.47289614232462596,ice_cream,eggs
87,1,0.15142387511296773,pizza,broccoli
58,2,0.2334457013522545,pizza,candycorn
14,6,0.2697475435448127,taco,eggs
26,3,0.458020220751863,taco,broccoli
49,2,0.3621702704677606,pizza,candycorn
43,1,0.9207509155735959,taco,broccoli
72,1,0.5034950045822211,pizza,candycorn
32,8,0.4728049393816205,taco,candycorn
28,3,0.1542264661870577,ice_cream,candycorn
29,7,0.7961194294275374,taco,broccoli
52,8,0.30450653203459876,taco,candycorn
42,0,0.21225578825231106,pizza,candycorn
15,0,0.29812229944651236,taco,broccoli
4,0,0.5354503674276333,pizza,eggs
55,0,0.6321236166199438,taco,candycorn
95,7,0.5869681182639636,pizza,broccoli
53,4,0.7666438263775651,taco,broccoli
28,5,0.8352852065878708,taco,candycorn
88,2,0.4960098040358568,taco,broccoli
97,3,0.9717051359259977,pizza,broccoli
66,3,0.04415481322115855,ice_cream,eggs
94,4,0.753275795061238,pizza,eggs
88,6,0.6217663431219362,pizza,broccoli
59,1,0.526948516040094,pizza,eggs
56,0,0.8457206433342903,taco,eggs
27,1,0.45284545605919035,taco,eggs
9,1,0.2836393580376244,taco,candycorn
80,4,0.2166051462863401,pizza,eggs
45,7,0.7973415915959353,ice_cream,eggs
38,4,0.2883096707466265,pizza,candycorn
62,0,0.12250504774367488,ice_cream,eggs
11,5,0.715311515150288,ice_cream,eggs
11,1,0.4684945611498915,taco,broccoli
68,8,0.1402539249949879,ice_cream,eggs
54,4,0.158291054747715,taco,candycorn
0,8,0.6912270055063247,taco,broccoli
59,0,0.06914208639555586,taco,eggs
96,5,0.42927943967446347,taco,broccoli
82,3,0.4936599036679312,taco,candycorn
73,1,0.6470917077412243,taco,eggs
53,7,0.8445046753375737,pizza,candycorn
25,5,0.6800415719309645,pizza,candycorn
33,5,0.5659717748984948,ice_cream,broccoli
51,5,0.9599040614803684,pizza,candycorn
45,4,0.8833666111514732,ice_cream,candycorn
82,8,0.6589208248135254,ice_cream,broccoli
15,1,0.0559441354209993,pizza,eggs
9,1,0.8097148835152007,pizza,candycorn
1,4,0.6629330553246434,pizza,eggs
37,4,0.26717602594338974,ice_cream,broccoli
39,2,0.23581552385270133,pizza,broccoli
34,4,0.7434483796511797,taco,eggs
37,4,0.24220123872035437,pizza,candycorn
35,8,0.32482567821725683,ice_cream,candycorn
8,4,0.8238103130325527,ice_cream,broccoli
38,1,0.43150147012468787,ice_cream,eggs
14,1,0.40689537456477565,taco,broccoli
6,1,0.3042572977385889,pizza,candycorn
99,1,0.36331693130782483,pizza,broccoli
12,6,0.3757974444905654,ice_cream,eggs
20,6,0.2811193841348898,taco,eggs
81,2,0.3503259539783974,pizza,eggs
71,7,0.26305649375755424,ice_cream,broccoli
35,2,0.9415658191767574,taco,broccoli
56,2,0.19548287461422853,pizza,broccoli
43,5,0.8518555569093625,taco,eggs
92,7,0.16397529811752176,pizza,broccoli
77,2,0.1916210512187646,taco,eggs
65,3,0.36399196883441975,taco,candycorn
19,8,0.7829684523402362,ice_cream,broccoli
0,6,0.7494098912647809,taco,eggs
4,0,0.5587355579726095,pizza,candycorn
93,5,0.6693233730735617,pizza,candycorn
99,4,0.01810468070941773,taco,eggs
